-48697.66 -16559
-46742.06 -15754
-44797.91 -14955
-42817.96 -14141
-40872.71 -13341
1.0.... ---.. -.
-36952.93 -11729
-34978.84 -10917
-33055.12 -10126
-31119.76 -9330.
-29147.25 -8519.
-27184.56 -7712.
-25228.06 -6907.
-23248.30 -6093.
-21287.29 -5287.
-19832.30 -4934.
-18991.30 -5146.
-17777.70 -5408.
-16588.17 -5731.
-15409.23 -6075.
-14303.24 -6340.
-13266.16 -6443.
-12007.76 -6411.
-10838.27 -6384.
-9823.34 -6372.4
-8600.04 -6337.1
-7396.16 -6279.3
-6241.21 -6218.4
-5259.61 -6193.8
-4022.91 -6142.0
-2818.84 -6035.1
-1656.97 -5920.1
-577.91 -5814.28
432.06 -5731 
1652.94 -5694.05
2811.53 -5747.41
3897.64 -5745.94
4957.76 -5707.65
6157.22 -5735.90
7305.43 -5724.66
8506.20 -5641.99
9339.16 -5456.19
10509.73 -5473.7
11792.94 -5395.1
12931.67 -4950.5
13991.31 -4600.6
14994.87 -4367.7
15936.31 -4195.8
16279.28 -4110.4
16290.22 -4155.0
16242.55 -4107.6
16315.54 -4149.0
16389.40 -4490.5
16544.38 -4517.4
16803.07 -4485.7
17076.18 -4323.7
17057.31 -4327.2
................
16988.31 -4242.4
17150.92 -4269.9
17347.18 -4351.3
17312.72 -4586.0
17041.92 -4493.7
17086.90 -4479.6
17095.26 -4502.6
16912.09 -4474.9
16929.68 -4250.4
17065.81 -4045.2
17090.98 -4012.2
16831.37 -3877.6
................
16427.86 -3404.2
16273.82 -3000.2
16204.56 -2779.3
16108.19 -2572.6
15953.32 -2267.4
15710.52 -1979.7
15527.35 -1757.9
15377.33 -1524.4
15280.73 -1251.4
15375.41 -863.95
15406.55 -713.46
15440.49 -708.65
15529.93 -670.80
15368.96 -553.58
15368.96 -553.58
15368.96 -553.58
15368.96 -553.58
15368.96 -553.58
15374.22 -555.74
15496.16 -552.68
15552.92 -564.66
15449.89 -570.16
15429.28 -559.82
15468.12 -346.69
................
................
15968 581 
16093 913 
16215 1187.20
16475 1359.65
16735 1405.51
16863 1399.54
16909 1367.95
................
16927 1308.57
16883 1390.89
17141 1361.37
17470 1249.04
17653 1022.97
17805 881 
17851 969 
18038 830 
18309 871 
18538 554 
18547 465 
................
18519 420 
18554 441 
18482 590 
18585 918 
18642 1253.45
18774 1443.31
18764 1483.28
18856 1635.46
19142 1666.97
19152 1400.06
19176 1422.44
................
19096 1077.45
19181 772 
................
................
19527 377 
19542 295 
................
19530 386 
19584 256 
19853 152 
20214 236 
20278 183 
................
20301 211 
20221.15 -27 
20019.35 -355.44
19949.02 -644.32
19905.29 -856.25
19885.71 -1101.5
19771.85 -1126.4
19500.04 -1484.9
19178.02 -2031.2
18898.79 -2534.1
18965.44 -2876.9
19243.00 -2872.8
................
19594.98 -3045.5
1.0.... ---.. -.
................
20542.03 -3419.6
................
21130.89 -3409.7
21355.87 -3199.0
21613.65 -2895.9
1.0.... ---.. -.
21967.16 -2839.4
22168.18 -2873.8
22448.75 -2968.0
22688.89 -2913.0
23001.43 -2829.6
................
22923.16 -2846.9
23004.18 -2913.1
22982.44 -2865.5
................
................
22800.03 -2861.3
23016.23 -2963.5
23097.07 -3013.5
23088.58 -2870.3
................
23078.44 -3004.0
22860.77 -2810.2
1.0.... ---.. -.
1.0.... ---.. -.
22742.50 -2643.6
22644.55 -2336.0
22550.43 -1941.0
1.0.... ---.. -.
22426.12 -1326.6
22350.65 -960.12
22397.00 -676.96
22475.58 -417.02
22510.48 -114.01
22482 160 
22500 438 
22551 733 
22621 1003.13
22565 1281.96
22409 1630.33
22218 1768.19
22141 1969.83
21973 2294.47
21892 2615.42
21770 2908.05
21676 3239.17
21494 3485.12
21403 3810.59
21317 4150.64
21295 4464.35
21179 4720.33
21039 5088.04
20890 5359.21
20745 5699.13
20612 5986.66
20609 6191.10
................
20664 6358.06
20526 6379.88
20423 6566.87
20370 6909.16
20232 7198.26
20013 7535.59
19923 7818.71
19901 7904.18
19778 8065.63
19614 8242.99
19497 8510.12
19485 8725.38
19428 8772.63
19450 8818.75
19441 9034.23
19369 9359.45
19385 9670.19
19389 9944.37
19347 10274.5
19383 10544.1
19416 10809.4
19537 11137.6
19519 11428.2
19436 11738.9
19365 12111.3
19212 12378.4
19010 12582.5
18875 12483.2
19007 12560.9
18887 12531.1
18706 12336.6
18588 12230.4
18537 11991.2
18498 11918.5
18542 12035.0
18760 12146.2
19113 12192.7
................
19034 12176.4
18882 12336.5
18820 12327.4
18859 12333.1
18652 12577.3
18528 12851.7
18413 13124.6
................
................
................
................
18125 13091.3
................
................
18204 13014.5
................
18392 12966.0
................
................
18380 13064.1
18562 12749.3
18730 12450.8
18777 12274.0
18945 12264.5
................
................
................
................
18970 12274.9
18842 12228.7
18810 12125.4
................
18784 12137.3
18730 12226.0
18678 12268.0
18569 12255.9
18544 12334.1
18470 12346.7
18238 12118.5
17970 11980.3
17702 11796.1
17457 11569.7
17314 11450.7
16943 11425.7
16589 11451.1
16242 11449.4
15866 11452.7
15588 11502.4
15227 11564.6
14983 11492.7
15009 11278.0
15130 11144.8
15130 11291.1
15116 11179.1
15138 11198.7
15397 11272.7
15430 11353.0
15656 11317.5
15710 11336.0
15647 11317.2
15448 11325.2
15484 11303.2
15480 11289.8
15478 11310.6
15511 11322.3
15595 11272.6
15657 11190.0
15588 11001.5
15236 10476.6
15018 10041.2
15201 9837.25
15402 9790.09
15564 9726.10
15773 9814.13
16064 10127.7
16118 10446.6
16057 10751.7
16159 11120.3
16181 11353.9
16250 11525.2
16319 11552.1
16266 11463.6
16304 11375.8
16205 11195.5
15924 11062.8
15647 10936.0
15209 10632.4
15214 10316.0
15423 10066.6
15351 10133.3
15179 10171.9
15287 10182.6
15510 10223.4
15592 10527.3
................
................
................
................
................
................
................
15710 10763.6
15816 11006.6
15728 11201.2
15624 11146.7
15417 11131.2
15357 10879.0
15520 10590.1
15683 10292.6
15886 10101.7
15974 10130.8
15840 10248.0
................
................
15988 10306.8
15833 10440.5
15743 10722.6
15694 10887.7
15532 10835.3
15118 10243.8
14917 9524.52
14838 8758.12
14838 8048.34
................
................
................
................
14701 8495.69
14654 8802.34
14777 9082.73
14934 9272.22
14978 9336.25
15081 9756.02
15175 10087.7
15409 10289.9
15538 10578.3
................
................
15691 10890.2
................
16349 11172.1
................
16060 10858.3
................
................
16026 10912.9
15817 10949.6
................
15530 10386.6
15291 10118.3
15129 9845.82
14924 9612.64
14674 9418.80
14542 9177.64
14385 8861.07
14482 8789.07
14372 8887.60
14404 9187.41
................
14353 9836.42
14154 10154.5
14032 10420.8
13828 10469.2
13824 10613.8
13719 10657.2
13191 10771.5
12474 10926.7
11761 11081.0
11049 11235.1
10324 11283.9
9607 11260.01
8869 11267.12
8684 11433.45
8591 11613.89
8460 11743.23
8427 11782.65
8394 11663.08
8314 11605.50
8211 11635.22
1.0.... ---.. -.
8003 11614.78
7948 11536.31
7776 11450.19
7389 11418.66
7077 11373.84
6863 11329.50
6865 11557.13
6775 11664.24
6747 11732.21
6528 11747.26
6221 11560.36
5937 11573.09
5673 11579.04
5720 11614.89
5746 11680.50
5735 11646.95
5597 11554.52
5372 11345.71
5238 11070.28
4925 10768.76
4677 10871.78
4665 10922.77
4607 10962.26
4456 11020.37
4605 10926.63
4771 10920.67
4995 10778.76
4890 10862.38
4869 10835.49
4881 10796.86
5059 10840.26
4976 10810.84
4980 10814.57
4906 10773.27
1.0.... ---.. -.
1.0.... ---.. -.
1.0.... ----. -.
5093 10879.37
5232 11101.62
5478 11398.87
5734 11522.91
5855 11547.16
5856 11583.34
5899 11574.62
5945 11631.34
5902 11638.57
5850 11577.37
5828 11608.24
5848 11598.28
5830 11598.59
5791 11590.35
5777 11586.56
5981 11585.73
6713 11551.58
7444 11527.83
8174 11463.71
8916 11399.16
9291 11439.73
9525 11619.12
9475 11562.06
9136 11502.34
8813 11501.76
8783 11461.08
8783 11461.08
1.0.... ----. -.
8783 11461.08
8783 11461.08
8728 11464.94
8590 11624.74
7827 12510.57
7199 13247.07
6341 14172.05
5501 15107.80
4796 16009.13
4102 16933.79
3425 17847.89
2798 18725.27
2250 19680.35
1794 20746.38
1442 21732.97
1035 22868.22
666 23946 
330 25005 
11 26014.56 -
-522 26770.52
-905 27210.02
-849 27348.11
-726 27379.64
-635 27417.84
-582 27452.36
-619 27522.36
-616 27579.49
-604 27727.18
-668 28079.61
-732 28415.00
-761 28526.16
-794 28618.25
1.0.... ---.. -.
-861 28849.44
-834 29135.88
-701 29512.57
-720 29821.91
-727 30199.48
-616 30564.85
-683 30854.70
-963 31076.52
-1297 31194.8
-1472 31383.0
-1583 31668.9
-1656 31648.5
-1578 31623.9
...........643.0
-1605 31880.7
-1493 32060.9
-1151 32226.2
-995 32236.65
-727 32006.25
-531 31959.13
-293 32041.69
-7 31900.52 -
116 31873 
7 31867.51 -5
-124 32025.69
................
95 31893.24 -
-42 31966 
-275 32020.19
................
-373 31995.95
-613 31999.75
-893 32065.23
-1192 32140.2
1.0.... ---.. -.
-1869 32286.1
-2169 32408.9
-2342 32415.4
-2529 32186.9
-2729 31836.1
1.0.... ---.. -.
-2797 31316.7
-3164 30948.3
-3723 30463.0
-4209 29911.5
-4500 29304.3
-4728 29042.0
-4795 29280.8
-4960 29399.5
-5000 29448.3
