1.0.... ---.. -.
1.0.... ---.. -.
1.0.... ---.. -.
1.0.... ---.. -.
1.0.... ---.. -.
1.0.... ---.. -.
1310 31048.26
1.0.... ---.. -.
2118 29197.56
3226 28560.42
4264 27889.64
5333 27335.10
6450 26960.95
7198 26558.50
8038 25997.68
9062 25276.00
10109 24648.2
11205 24064.4
12049 23278.9
12638 22303.0
13179 21363.0
13400 20431.8
13639 19206.9
14095 18090.4
14493 16965.6
15202 16114.6
15873 15264.5
16403 14432.8
16819 13441.2
17204 12438.1
17597 11400.3
18006 10240.2
17810 9275.83
17926 8431.00
18035 7961.92
18152 7923.85
18402 7823.45
18362 7940.33
18580 8023.69
18778 8086.95
19150 8178.32
19174 8411.00
19157 8394.00
19156 8457.57
19179 8625.67
................
................
................
18827 8990.11
18593 9255.59
18415 9296.87
18336 9362.81
18402 9289.41
18409 8968.75
18226 8816.74
18114 8705.98
18057 8705.75
17795 8589.67
18060 8386.67
18559 8403.32
18969 8473.66
18652 8431.83
18178 8461.50
18179 8284.96
18123 8393.62
18076 8672.60
17796 8739.13
17627 8505.33
17678 8462.90
17698 8727.39
17796 9003.96
17834 9206.79
17756 9248.03
17735 9264.76
................
17587 9453.31
17482 9673.36
17194 9878.93
17078 10244.0
17175 10653.6
17121 11068.7
17151 11083.1
17068 11050.7
17026 11193.7
16969 11218.0
17069 11106.8
16932 10965.2
16583 10942.5
 -404 10790.7
16371 10757.9
16194 10590.7
15912 10381.0
15775 10274.2
15788 10271.5
15745 10259.6
15801 10279.9
15783 10275.7
15783 10275.7
15643 10249.9
15460 10157.4
15286 10063.9
15227 10191.2
15455 10255.7
15521 10471.3
15561 10473.0
15676 10345.7
15872 10060.5
16111 10191.5
16071 10601.5
16148 11025.5
16564 11173.3
17203 11384.2
17799 11631.4
18317 11815.5
18503 11986.3
18660 12233.2
18634 12228.3
18607 12235.8
18638 12191.1
18647 12174.3
18652 12163.9
18629 12127.2
18636 12143.0
18658 12167.3
18646 12191.3
................
18645 12200.2
18645 12200.8
18555 12373.3
18488 12555.5
18411 12657.2
18300 12898.5
18270 12902.3
18280 12888.9
18287 12877.1
18316 12829.0
18221 12912.4
17986 13011.3
17679 13285.9
17413 13468.4
17130 13601.7
16795 13673.1
16740 13818.2
16726 14087.8
16532 14416.4
16334 14536.1
................
................
16336 14567.4
16371 14537.4
................
16405 14486.6
16550 14671.7
16861 14863.7
16948 14918.0
16938 14914.2
16933 14912.4
16938 14920.9
16940 14923.2
16935 14915.2
16918 14921.3
................
................
................
16913 14951.0
16957 14923.1
16940 14907.9
16940 14907.9
16940 14907.9
16940 14907.9
16927 14911.9
16940 14907.1
16940 14907.1
16945 14910.3
16945 14910.3
16945 14910.3
16940 14912.6
16979 14904.8
16967 14908.7
17107 14878.6
17342 14905.7
17371 14836.4
17367 14832.1
17379 14834.2
17367 14832.4
17374 14829.5
17366 14840.7
17366 14837.9
17366 14837.9
17380 14813.9
17371 14818.2
17386 14818.6
17372 14825.4
17368 14829.9
17384 14824.5
17390 14821.5
17411 14812.8
17397 14818.2
17397 14818.2
17397 14818.2
17397 14818.2
17397 14818.2
17395 14576.9
17099 14165.6
16732 13855.2
16699 13425.6
16501 12955.7
16478 12467.0
16430 12150.1
16447 11921.5
16223 11213.6
16095 10834.0
................
.000000000000000
.000000000000000
... . ....
... . ....
................
................
