-31490 43493.
1.0.... ---.. -.
1.0.... ---.. -.
1.0.... ---.. -.
-29635 35181.
-29169 33095.
-28706 31019.
................
-27275 29032.
-26106 28790.
-25038 28619.
-24153 28479.
-23001 28011.
-21774 27753.
-20636 27472.
-19620 27085.
-18550 26629.
-17587 26218.
-16637 25925.
-15742 25690.
-14843 25330.
-13927 24933.
-12992 24524.
-12057 24115.
-11164 23723.
-10249 23323.
-9326 22918.8
-8405 22515.5
-7485 22042.6
-7764 21475.6
-8140 20960.5
-8240 20612.7
-8386 20444.9
-8371 20240.0
-8389 20211.7
-8487 19893.4
-8423 19579.5
-8276 19330.7
-8205 19465.1
-8332 19535.1
-8299 19242.5
-8405 19278.4
-8234 19481.4
-7975 19704.8
-7767 19912.9
-7737 20184.1
-7682 20465.9
-7653 20554.9
-7703 20442.5
-7708 20130.9
-7778 19933.9
-8018 19932.2
-8385 20086.8
-8423 20205.5
-8294 20192.1
-8412 20083.1
-8372 19916.6
-8356 19476.7
-8286 19152.9
-8320 19199.0
-8388 19265.7
-8355 19411.9
-8341 19273.3
-8335 19171.1
-8374 19196.3
-8346 19179.0
-8328 19174.3
-8328 19174.3
-8356 19190.8
-8368 19187.3
-8378 19187.8
-8422 19309.3
-8406 19281.1
-8280 19261.3
-8509 19556.0
-8755 19741.4
-8722 19749.4
-8771 19695.6
-8685 19491.2
-8727 19508.0
-8824 19561.1
-8724 19708.5
-8742 19691.1
-8971 19839.2
-9398 20048.6
-9824 20292.3
-10116 20576.
-10560 20786.
-11031 20752.
-11270 20329.
-11425 20056.
-11701 19425.
-11927 18710.
-12151 17987.
-12371 17278.
-12520 16550.
-12580 16196.
-12607 15949.
-12617 15625.
1.0.... ---.. -.
-12688 14938.
-12752 14647.
-12577 14295.
-12561 13990.
-12627 13624.
-12746 13247.
-12822 12814.
-12720 12459.
-12701 12341.
-12700 12248.
-12778 12300.
-12732 12338.
-12643 12201.
-12508 11932.
-12357 11670.
-11947 11555.
-11579 11346.
-11102 11300.
-10677 11217.
-10601 11315.
-10322 11476.
-10014 11737.
-9774 11880.2
-9399 12113.9
1.0.... ---.. -.
................
-8208 12575.2
-7876 12848.7
-7741 13109.6
-7799 13174.1
-7640 13161.6
-7295 13232.5
-6974 13384.9
-6683 13510.3
................
................
-5769 14029.9
-5475 14248.3
-5208 14402.9
-4991 14563.2
-5068 14894.8
-5199 15242.6
-5264 15549.2
-5417 15912.2
-5529 16228.3
-5682 16486.6
-5765 16835.0
-5848 17140.6
-5962 17478.4
-6193 17754.5
-6340 18014.2
-6582 18209.5
-7123 18291.6
-7351 18637.7
-7281 19074.7
-7161 19605.2
-7094 20179.8
-7203 20514.1
-7154 20777.2
-7126 20963.7
-7224 20990.2
-7113 21151.7
-7293 21204.0
-7532 21476.3
-7787 21467.0
-8387 21447.2
-9126 21365.2
-9804 21207.5
-10459 21042.
-10987 20767.
-11188 20333.
-11398 20103.
-11650 19552.
-11961 18871.
-12263 18208.
-12339 17557.
-12430 16936.
-12487 16531.
-12568 16278.
-12584 15850.
-12638 15362.
-12899 14949.
-13005 14526.
-13207 14108.
-13422 13647.
-13678 13264.
-13825 13097.
1.0.... ---.. -.
-14240 12600.
-14725 12376.
-15145 12385.
-15580 12489.
-16100 12457.
-16363 12220.
-16618 11983.
-16962 11884.
-17269 11971.
-17669 12002.
-17971 11965.
-18337 11934.
-18679 12017.
1.0.... ---.. -.
1.0.... ---.. -.
1.0.... ---.. -.
-19812 11823.
-20170 11743.
-20590 11725.
-21020 11718.
-21340 11458.
-21596 11101.
-22047 10781.
-22382 10548.
-22507 10440.
-22507 10440.
-22507 10440.
-22507 10440.
-22507 10440.
-22446 10447.
-22483 10521.
-22458 10772.
-22335 10992.
-22264 11026.
-22482 11187.
-22604 11343.
-22795 11226.
-23214 11383.
-23946 11558.
-24688 11657.
-25405 11804.
-26179 11992.
-26817 12091.
-27446 12189.
-28072 12279.
-28544 12370.
-28660 12326.
-28672 12303.
-28668 12311.
-28630 12317.
-28612 12337.
-28614 12339.
-28646 12370.
-28702 12299.
-28686 12274.
-28627 12355.
-28598 12366.
-28575 12357.
................
-28584 12350.
-28637 12382.
-28935 12449.
-29347 12462.
-29770 12489.
-30182 12616.
-30634 12736.
-30756 12787.
-30755 12688.
-30807 12851.
-30649 12979.
-30403 13248.
-30199 13378.
-29931 13546.
-29579 13630.
-29233 13626.
-28938 13568.
-28851 13333.
-28863 13025.
-28853 12716.
-28841 12400.
-28823 12040.
-28761 11676.
-28718 11388.
-28626 11084.
-28554 10662.
-28328 10186.
-28055 9781.5
-27887 9371.1
-27614 8994.1
-27447 8645.4
-27353 8577.1
-27051 8271.1
-26817 8066.9
-26547 7848.2
-26290 7597.2
-26063 7387.4
-25808 7220.9
-25795 7211.8
-25791 7210.9
-25786 7209.6
-25787 7207.3
-25802 7204.1
-25806 7181.1
-25578 7022.5
-25183 7209.5
-24816 7458.5
-24462 7835.1
-24161 8160.2
-23828 8461.7
-23488 8622.2
-23180 8648.4
-22889 8671.4
-22569 8778.5
-22225 8859.4
-22297 8784.6
-22308 8820.8
-22264 8833.6
-22216 8842.4
-22216 8842.4
-22229 8829.2
-22225 8840.9
-22259 8835.1
-22336 8777.1
-22263 8834.9
-22287 8818.6
-22303 8814.1
-22242 8838.1
-22216 8842.4
-22244 8837.9
-22244 8837.9
-22275 8810.9
-22258 8818.9
-22260 8835.3
-22260 8835.3
-22260 8835.3
...261. -14.....
-22307 8807.9
-22397 8790.9
-22462 8820.3
-22396 8860.1
-22272 8866.9
-22133 8877.7
-22132 8870.6
-22132 8858.5
-21956 8903.8
-21761 8973.3
-21556 9060.5
-21304 9135.2
-21291 9196.8
-21245 9274.2
-21183 9319.4
