18744 38860.5
1.0.... ---.. -.
16401 35250.5
15247 33472.2
1.0.... ---.. -.
12930 29902.4
11751 28085.9
10870 22884.9
11574 26210.8
12299 25587.8
13356 24813.0
14175 24225.5
15021 23603.5
15900 22945.6
16768 22295.9
17635 21635.5
18529 20972.5
19402 20330.9
20257 19703.2
21067 19109.0
21806 18262.9
21941 16811.9
21975 15595.1
21393 14652.2
20736 13625.8
20370 12456.0
20079 11331.1
19568 10571.8
18808 10322.3
18130 10263.1
17597 10161.7
17384 9907.24
17175 9737.00
16669 9727.77
16278 9886.28
16231 10272.3
16165 10276.2
16116 10499.1
16025 10482.5
15995 10522.4
16069 10559.9
16227 10555.9
16319 10293.0
16506 10147.6
16599 10065.4
16608 10146.8
16369 10253.3
16274 10407.7
16279 10390.9
16186 10332.2
16219 10307.9
15998 10289.0
15628 10270.1
15545 10094.0
................
................
16146 10209.1
16369 10257.4
16222 10522.4
16087 10736.6
16004 10937.0
15887 11135.4
15615 11285.3
15364 11336.2
15305 11188.5
15383 11198.6
15425 11170.4
15404 11365.8
15404 11366.1
15404 11366.1
15404 11366.1
15390 11294.6
15471 11311.1
15382 11267.7
15395 11290.9
15416 11292.8
15630 11324.3
15870 11460.9
15982 11589.3
16101 11474.7
16417 11347.5
16779 11222.5
16957 11136.2
................
17130 11049.0
17139 11028.8
................
17067 10728.9
17006 10308.0
16605 9999.84
16243 9797.62
15823 9684.49
15304 9645.60
14932 9605.93
14737 9550.22
................
14053 9433.37
13959 9392.51
13772 9354.97
13718 9238.77
13594 9203.96
13650 9433.40
13744 9505.87
13928 9211.71
14065 8911.94
14100 8670.61
14256 8536.99
14218 8514.86
14198 8315.20
14426 7916.82
14641 7642.53
14785 7438.81
14883 7202.88
14882 6834.87
14860 6482.73
14839 6199.77
14881 6270.10
14884 6084.85
14958 5937.61
15007 5924.67
15046 5887.67
15272 5963.63
15581 6128.17
15874 6199.19
15883 6470.97
15974 6468.36
15942 6546.62
15804 6699.44
15765 6599.73
15711 6434.77
15639 6586.84
15609 6790.67
15427 6937.96
15401 7057.32
15376 7053.45
................
15320 7106.72
15310 7127.00
15311 7104.04
15293 7057.07
15345 6976.10
15358 6928.61
15543 6824.45
15935 6784.96
16188 6795.23
16412 6932.55
16320 6925.61
16562 6914.37
16714 6558.34
16864 6226.23
16831 6200.70
16882 6239.76
16882 6113.75
................
16415 5942.06
16484 5790.01
16715 5941.42
16759 6004.71
16778 6031.96
16781 6010.07
16781 6010.07
16781 6010.07
16782 6006.47
16886 6005.98
16929 5965.18
16829 5988.80
16827 5989.49
16814 6003.60
16658 5899.59
16557 5790.26
16737 6006.25
16745 6028.33
16724 6013.68
16734 6029.00
16684 5854.18
16481 5887.98
16358 6294.14
1.0.... ---.. -.
16296 6928.97
................
16121 7500.18
1.0.... ---.. -.
1.0.... ---.. -.
15987 8261.16
15966 8621.09
15994 9019.09
15915 9452.90
15741 9869.64
15711 10419.8
15824 10867.9
15738 11227.5
15453 11334.9
15417 11361.3
15417 11361.3
15427 11253.7
................
15434 11184.2
15429 11209.4
15449 11261.4
15427 11309.7
15362 11325.4
................
15338 11203.2
15371 11245.3
15387 11303.9
15542 11314.6
15956 11186.8
16159 10969.0
15969 11135.9
15647 11288.3
15366 11354.3
15337 11366.3
15337 11366.3
15404 11341.2
15713 11223.5
16013 10892.6
16152 10738.8
16278 10536.2
16319 10265.7
16591 10143.9
16848 9937.39
17204 9677.43
17449 9493.95
17695 9310.94
17793 9018.90
17866 8745.92
17984 8553.14
18104 8349.19
18236 8420.24
18494 8461.24
18842 8464.91
18842 8464.78
18551 8573.13
18679 8765.58
18512 9079.37
18336 9360.79
18438 9124.30
18385 8932.82
18193 8741.05
18179 8745.79
................
18140 8730.51
18360 8867.88
18705 8814.18
19107 8794.04
19526 8654.03
19938 8251.13
20290 8034.09
20524 7796.35
20735 7571.62
20973 7265.19
21189 6973.12
21298 6661.20
21517 6288.15
21768 5921.45
21975 5444.00
22087 4947.95
22329 4636.14
22637 4492.08
22836 4252.06
23011 3977.67
23207 3745.35
23328 3375.15
23472 3080.80
